	Domain	Phylum	Class	Order	Family	Genus	Species
OTU01902	Bacteria	Bacteroidota	 Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	 Mucilaginibacter endophyticus
OTU01903	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Unclassified	Ideonella	 Ideonella sp. A 288
OTU01904	Bacteria	Acidobacteriota	 Acidobacteriia	Terriglobales	Acidobacteriaceae	Candidatus Sulfotelmatomonas	 Candidatus Sulfotelmatomonas gaucii
OTU01905	Bacteria	Armatimonadota	 Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Unclassified	 Fimbriimonadaceae bacterium
OTU01906	Bacteria	Chloroflexota	 Ktedonobacteria	Ktedonobacterales	Reticulibacteraceae	Reticulibacter	 Reticulibacter mediterranei
OTU01907	Bacteria	Pseudomonadota	 Deltaproteobacteria	Unclassified	Unclassified	Unclassified	 Olavius algarvensis associated proteobacterium Delta 3
OTU01908	Bacteria	Acidobacteriota	 Acidobacteriia	Bryobacterales	Unclassified	Unclassified	 Bryobacterales bacterium F-183
OTU01909	Bacteria	Chloroflexota	 Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Ktedonobacter	 Ktedonobacter racemifer
OTU01910	Bacteria	Actinomycetota	 Actinomycetia	Micrococcales	Intrasporangiaceae	Arsenicicoccus	 Arsenicicoccus sp. MKL-02
OTU01911	Bacteria	Pseudomonadota	 Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Rhodoplanes	 Rhodoplanes roseus
OTU01912	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Unclassified	Ideonella	 Ideonella livida
OTU01913	Bacteria	Candidatus Rokubacteria	 NA	Unclassified	Unclassified	Unclassified	 Candidatus Rokubacteria bacterium GWC2_70_16
OTU01914	Bacteria	Actinomycetota	 Actinomycetia	Micrococcales	Micrococcaceae	Arthrobacter	 Arthrobacter sp. I2-34
OTU01915	Bacteria	Pseudomonadota	 Alphaproteobacteria	Hyphomicrobiales	Devosiaceae	Pelagibacterium	 Pelagibacterium limicola
OTU01916	Bacteria	Pseudomonadota	 Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Unclassified	 NA
OTU01917	Bacteria	Pseudomonadota	 Alphaproteobacteria	Hyphomicrobiales	Amorphaceae	Amorphus	 Amorphus coralli
OTU01918	Bacteria	Pseudomonadota	 Deltaproteobacteria	Unclassified	Unclassified	Unclassified	 Deltaproteobacteria bacterium 13_1_40CM_4_54_4
OTU01919	Bacteria	Pseudomonadota	 Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Solirhodobacter	 Solirhodobacter olei
OTU01920	Bacteria	Candidatus Rokubacteria	 NA	Unclassified	Unclassified	Unclassified	 Candidatus Rokubacteria bacterium 13_2_20CM_69_15_2
OTU01921	Bacteria	Gemmatimonadota	 NA	Unclassified	Unclassified	Unclassified	 Gemmatimonadetes bacterium 21-71-4
OTU01922	Bacteria	Actinomycetota	 Actinomycetia	Kitasatosporales	Streptomycetaceae	Streptomyces	 Streptomyces albidus (ex Kaewkla and Franco 2021)
OTU01923	Bacteria	Candidatus Rokubacteria	 NA	Unclassified	Unclassified	Unclassified	 Candidatus Rokubacteria bacterium RIFCSPLOWO2_12_FULL_71_19
OTU01924	Bacteria	Actinomycetota	 Actinomycetia	Kitasatosporales	Streptomycetaceae	Streptomyces	 Streptomyces sp. BK340
OTU01925	Bacteria	Pseudomonadota	 Deltaproteobacteria	Myxococcales	Nannocystaceae	Plesiocystis	 Plesiocystis pacifica
OTU01926	Bacteria	Actinomycetota	 Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	 Amycolatopsis anabasis
OTU01927	Bacteria	Pseudomonadota	 Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	 Sphingomonas sanxanigenens
OTU01928	Bacteria	Pseudomonadota	 Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Methylobacterium	 Methylobacterium isbiliense
OTU01929	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella	 NA
OTU01930	Bacteria	Actinomycetota	 Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	 Pseudonocardia nigra
OTU01931	Bacteria	Nitrospirota	 Nitrospira	Nitrospirales	Nitrospiraceae	Unclassified	 Nitrospiraceae bacterium
OTU01932	Bacteria	Bacteroidota	 Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	 Hymenobacter jeollabukensis
OTU01933	Bacteria	Actinomycetota	 Actinomycetia	Streptosporangiales	Thermomonosporaceae	Thermomonospora	 Thermomonospora curvata
OTU01934	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum	 Noviherbaspirillum pedocola
OTU01935	Bacteria	Cyanobacteriota	 NA	Oscillatoriales	Microcoleaceae	Microcoleus	 Microcoleus sp. FACHB-SPT15
OTU01936	Bacteria	Pseudomonadota	 Alphaproteobacteria	Hyphomicrobiales	Unclassified	Pseudorhodoplanes	 Pseudorhodoplanes sinuspersici
OTU01937	Bacteria	Actinomycetota	 Actinomycetia	Geodermatophilales	Geodermatophilaceae	Blastococcus	 uncultured Blastococcus sp.
OTU01938	Bacteria	Actinomycetota	 Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Lentzea	 Lentzea nigeriaca
OTU01939	Bacteria	Pseudomonadota	 Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	 Bradyrhizobium icense
OTU01940	Bacteria	Pseudomonadota	 Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Niveibacterium	 Niveibacterium umoris
OTU01941	Archaea	Nitrososphaerota	 NA	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	 Nitrosopumilus sp. b3
OTU01942	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Comamonadaceae	Caldimonas	 NA
OTU01943	Bacteria	Pseudomonadota	 Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	 Halomonas pacifica
OTU01944	Bacteria	Actinomycetota	 Actinomycetia	Micrococcales	Microbacteriaceae	Microbacterium	 Microbacterium ketosireducens
OTU01945	Bacteria	Chloroflexota	 NA	Unclassified	Unclassified	Unclassified	 Chloroflexi bacterium UTCFX4
OTU01946	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	 Cupriavidus sp. YR651
OTU01947	Bacteria	Bacillota	 Clostridia	Eubacteriales	Oscillospiraceae	Unclassified	 NA
OTU01948	Bacteria	Pseudomonadota	 Alphaproteobacteria	Rhodospirillales	Thalassobaculaceae	Oceanibaculum	 Oceanibaculum nanhaiense
OTU01949	Bacteria	Unclassified	 NA	Unclassified	Unclassified	Unclassified	 bacterium YEK0313
OTU01950	Bacteria	Caldifarciminota	 NA	Unclassified	Unclassified	Unclassified	 NA
OTU01951	Bacteria	Actinomycetota	 Actinomycetia	Micrococcales	Cellulomonadaceae	Cellulomonas	 Cellulomonas sp. HLT2-17
OTU01952	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	 Paraburkholderia sp. BCC1884
OTU01953	Bacteria	Pseudomonadota	 Gammaproteobacteria	Chromatiales	Unclassified	Unclassified	 Chromatiales bacterium
OTU01954	Bacteria	Pseudomonadota	 Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	 Bradyrhizobium ivorense
OTU01955	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	 Paraburkholderia hospita
OTU01956	Bacteria	Pseudomonadota	 Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	 Legionella worsleiensis
OTU01957	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Alcaligenaceae	Derxia	 Derxia gummosa
OTU01958	Bacteria	Actinomycetota	 Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	 Mycobacterium montefiorense
OTU01959	Bacteria	Actinomycetota	 Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	 Pseudonocardia asaccharolytica
OTU01960	Bacteria	Actinomycetota	 Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	 Amycolatopsis thermoflava
OTU01961	Bacteria	Pseudomonadota	 Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Methylotenera	 Methylotenera sp.
OTU01962	Bacteria	Pseudomonadota	 Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Hwanghaeella	 Hwanghaeella grinnelliae
OTU01963	Bacteria	Pseudomonadota	 Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter	 Gluconacetobacter dulcium
OTU01964	Bacteria	Acidobacteriota	 NA	Unclassified	Unclassified	Unclassified	 Acidobacteria bacterium 13_1_20CM_3_53_8
OTU01965	Bacteria	Synergistota	 Synergistia	Synergistales	Synergistaceae	Aminomonas	 Aminomonas paucivorans
OTU01966	Bacteria	Actinomycetota	 Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Kutzneria	 Kutzneria sp. CA-103260
OTU01967	Bacteria	Actinomycetota	 Actinomycetia	Micrococcales	Allobogoriellaceae	Georgenia	 Georgenia ruanii
OTU01968	Bacteria	Actinomycetota	 Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	 NA
OTU01969	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Sapientia	 Sapientia aquatica
OTU01970	Bacteria	Pseudomonadota	 Betaproteobacteria	Nitrosomonadales	Thiobacillaceae	Sulfuritortus	 Sulfuritortus calidifontis
OTU01971	Bacteria	Candidatus Rokubacteria	 NA	Unclassified	Unclassified	Unclassified	 Candidatus Rokubacteria bacterium CSP1-6
OTU01972	Bacteria	Pseudomonadota	 Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Aromatoleum	 NA
OTU01973	Bacteria	Actinomycetota	 Actinomycetia	Propionibacteriales	Actinopolymorphaceae	Actinopolymorpha	 Actinopolymorpha rutila
OTU01974	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	 NA
OTU01975	Bacteria	Chloroflexota	 Thermomicrobia	Thermomicrobiales	Unclassified	Unclassified	 uncultured Thermomicrobiales bacterium
OTU01976	Bacteria	Pseudomonadota	 Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	 Pseudomonas stutzeri
OTU01977	Bacteria	Pseudomonadota	 Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Rhodovulum	 Rhodovulum euryhalinum
OTU01978	Bacteria	Pseudomonadota	 Betaproteobacteria	Unclassified	Unclassified	Candidatus Accumulibacter	 Candidatus Accumulibacter aalborgensis
OTU01979	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	 Ramlibacter ginsenosidimutans
OTU01980	Bacteria	Pseudomonadota	 Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Candidatus Dactylopiibacterium	 Candidatus Dactylopiibacterium carminicum
OTU01981	Bacteria	Pseudomonadota	 Betaproteobacteria	Nitrosomonadales	Thiobacillaceae	Thiobacillus	 Thiobacillus sp. 63-78
OTU01982	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Unclassified	Roseateles	 Roseateles aquatilis
OTU01983	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Alcaligenaceae	Pusillimonas (ex Stolz et al. 2005)	 Pusillimonas soli
OTU01984	Archaea	Candidatus Verstraetearchaeota	 NA	Unclassified	Unclassified	Unclassified	 Candidatus Verstraetearchaeota archaeon
OTU01985	Bacteria	Actinomycetota	 Actinomycetia	Geodermatophilales	Geodermatophilaceae	Geodermatophilus	 Geodermatophilus bullaregiensis
OTU01986	Bacteria	Actinomycetota	 Actinomycetia	Micrococcales	Intrasporangiaceae	Pedococcus	 Pedococcus dokdonensis
OTU01987	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	 NA
OTU01988	Bacteria	Actinomycetota	 Actinomycetia	Jiangellales	Jiangellaceae	Jiangella	 Jiangella alba
OTU01989	Bacteria	Pseudomonadota	 Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Lichenicola	 Lichenicola cladoniae
OTU01990	Bacteria	Chloroflexota	 Anaerolineae	Unclassified	Unclassified	Unclassified	 NA
OTU01991	Bacteria	Actinomycetota	 Actinomycetia	Propionibacteriales	Actinopolymorphaceae	Actinopolymorpha	 Actinopolymorpha singaporensis
OTU01992	Bacteria	Actinomycetota	 Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Kutzneria	 Kutzneria kofuensis
OTU01993	Bacteria	Pseudomonadota	 Deltaproteobacteria	Unclassified	Unclassified	Unclassified	 Deltaproteobacteria bacterium CG_4_8_14_3_um_filter_45_9
OTU01994	Bacteria	Bacteroidota	 Cytophagia	Cytophagales	Cesiribacteraceae	Nafulsella	 Nafulsella turpanensis
OTU01995	Bacteria	Pseudomonadota	 Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Hyphomicrobium	 Hyphomicrobium album
OTU01996	Bacteria	Pseudomonadota	 Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella	 Brucella pseudintermedia
OTU01997	Bacteria	Pseudomonadota	 Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Prosthecomicrobium	 Prosthecomicrobium hirschii
OTU01998	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Burkholderiaceae	Pandoraea	 Pandoraea apista
OTU01999	Archaea	Methanobacteriota	 Archaeoglobi	Archaeoglobales	Unclassified	Unclassified	 NA
OTU02000	Bacteria	Acidobacteriota	 Acidobacteriia	Terriglobales	Acidobacteriaceae	Terriglobus	 Terriglobus saanensis
OTU02001	Bacteria	Bacillota	 Bacilli	Caryophanales	Paenibacillaceae	Saccharibacillus	 NA
OTU02002	Bacteria	Candidatus Rokubacteria	 NA	Unclassified	Unclassified	Unclassified	 Candidatus Rokubacteria bacterium GWC2_70_24
OTU02003	Bacteria	Pseudomonadota	 Alphaproteobacteria	Hyphomicrobiales	Methylocystaceae	Methylosinus	 NA
OTU02004	Bacteria	Pseudomonadota	 Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus	 Sphingorhabdus sp. Alg239-R122
OTU02005	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	 Massilia rivuli
OTU02006	Bacteria	Spirochaetota	 NA	Unclassified	Unclassified	Unclassified	 NA
OTU02007	Bacteria	Acidobacteriota	 Acidobacteriia	Terriglobales	Acidobacteriaceae	Acidobacterium	 Acidobacterium sp. S8
OTU02008	Bacteria	Pseudomonadota	 Gammaproteobacteria	Unclassified	Candidatus Competibacteraceae	Candidatus Contendobacter	 Candidatus Contendobacter sp.
OTU02009	Bacteria	Actinomycetota	 Actinomycetia	Micromonosporales	Micromonosporaceae	Micromonospora	 Micromonospora pattaloongensis
OTU02010	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Unclassified	 Oxalobacteraceae bacterium IMCC9480
OTU02011	Archaea	Methanobacteriota	 Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus	 Methanohalophilus sp. WG1-DM
OTU02012	Bacteria	Pseudomonadota	 Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbus	 Desulfobulbus sp.
OTU02013	Archaea	Methanobacteriota	 Halobacteria	Halobacteriales	Unclassified	Unclassified	 Halobacteriales archaeon QS_1_68_20
OTU02014	Bacteria	Candidatus Omnitrophica	 NA	Unclassified	Unclassified	Candidatus Velamenicoccus	 Candidatus Velamenicoccus archaeovorus
OTU02015	Bacteria	Pseudomonadota	 Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseicella	 Roseicella sp. DB1501
OTU02016	Bacteria	Actinomycetota	 Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Saccharopolyspora	 Saccharopolyspora spinosa
OTU02017	Bacteria	Pseudomonadota	 Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	 Mesorhizobium temperatum
OTU02018	Bacteria	Pseudomonadota	 Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	 Bradyrhizobium lablabi
OTU02019	Bacteria	Actinomycetota	 Actinomycetia	Micrococcales	Microbacteriaceae	Microbacterium	 Microbacterium album
OTU02020	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum	 Noviherbaspirillum denitrificans
OTU02021	Bacteria	Pseudomonadota	 Gammaproteobacteria	Nevskiales	Nevskiaceae	Nevskia	 Nevskia soli
OTU02022	Bacteria	Pseudomonadota	 Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodospirillum	 Rhodospirillum rubrum
OTU02023	Bacteria	Candidatus Methylomirabilota	 NA	Unclassified	Unclassified	Candidatus Methylomirabilis	 Candidatus Methylomirabilis lanthanidiphila
OTU02024	Bacteria	Pseudomonadota	 Candidatus Muproteobacteria	Unclassified	Unclassified	Unclassified	 Candidatus Muproteobacteria bacterium RBG_16_62_13
OTU02025	Bacteria	Bacteroidota	 Bacteroidia	Unclassified	Unclassified	Unclassified	 NA
OTU02026	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Unclassified	Roseateles	 Roseateles depolymerans
OTU02027	Bacteria	Actinomycetota	 Actinomycetia	Streptosporangiales	Streptosporangiaceae	Nonomuraea	 Nonomuraea ceibae
OTU02028	Bacteria	Pseudomonadota	 Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Unclassified	 Rhodobacteraceae bacterium
OTU02029	Bacteria	Actinomycetota	 Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Unclassified	 uncultured Solirubrobacteraceae bacterium
OTU02030	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Comamonadaceae	Melaminivora	 Melaminivora jejuensis
OTU02031	Bacteria	Actinomycetota	 Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	 Mycobacterium sp. UM_CSW
OTU02032	Bacteria	Actinomycetota	 Actinomycetia	Geodermatophilales	Geodermatophilaceae	Geodermatophilus	 Geodermatophilus saharensis
OTU02033	Bacteria	Pseudomonadota	 Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	 Pseudomonas sp. MRCP1333
OTU02034	Bacteria	Pseudomonadota	 Alphaproteobacteria	Rhodospirillales	Allostellaceae	Allostella	 Stella vacuolata
OTU02035	Bacteria	Actinomycetota	 Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	 Mycobacterium sp. 852014-52144_SCH5372336
OTU02036	Bacteria	Actinomycetota	 Actinomycetia	Mycobacteriales	Corynebacteriaceae	Corynebacterium	 Corynebacterium sp. HMSC06D04
OTU02037	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	 Comamonas sp. Y33R10-2
OTU02038	Bacteria	Cyanobacteriota	 NA	Pseudanabaenales	Leptolyngbyaceae	Leptolyngbya	 NA
OTU02039	Bacteria	Actinomycetota	 Actinomycetia	Micromonosporales	Micromonosporaceae	Actinoplanes	 Actinoplanes lutulentus
OTU02040	Bacteria	Pseudomonadota	 Deltaproteobacteria	Unclassified	Unclassified	Unclassified	 Deltaproteobacteria bacterium RBG_19FT_COMBO_46_12
OTU02041	Bacteria	Pseudomonadota	 Alphaproteobacteria	Hyphomicrobiales	Reyranellaceae	Reyranella	 Reyranella soli
OTU02042	Bacteria	Pseudomonadota	 Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Nitrogeniibacter	 Nitrogeniibacter aestuarii
OTU02043	Bacteria	Actinomycetota	 Actinomycetia	Micrococcales	Intrasporangiaceae	Nostocoides	 Tetrasphaera japonica
OTU02044	Bacteria	Actinomycetota	 Actinomycetia	Mycobacteriales	Nocardiaceae	Rhodococcus	 Rhodococcus sp. WAY2
OTU02045	Bacteria	Actinomycetota	 Actinomycetia	Streptosporangiales	Streptosporangiaceae	Nonomuraea	 Nonomuraea cypriaca
OTU02046	Bacteria	Pseudomonadota	 Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Dokdonella	 Dokdonella sp.
OTU02047	Bacteria	Pseudomonadota	 Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Halorhodospira	 Halorhodospira abdelmalekii
OTU02048	Bacteria	Actinomycetota	 Actinomycetia	Propionibacteriales	Propionibacteriaceae	Tessaracoccus	 Tessaracoccus sp. OH4464_COT-324
OTU02049	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	 Variovorax soli
OTU02050	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	 Janthinobacterium sp. CG3
OTU02051	Bacteria	Thermotogae	 Thermotogae	Kosmotogales	Kosmotogaceae	Mesotoga	 NA
OTU02052	Bacteria	Candidatus Falkowiibacteriota	 NA	Unclassified	Unclassified	Unclassified	 NA
OTU02053	Bacteria	Actinomycetota	 Actinomycetia	Streptosporangiales	Nocardiopsidaceae	Nocardiopsis	 Nocardiopsis sp. JB363
OTU02054	Bacteria	Actinomycetota	 Actinomycetia	Streptosporangiales	Thermomonosporaceae	Actinomadura	 Actinomadura oligospora
OTU02055	Archaea	Nitrososphaerota	 NA	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	 Nitrosopumilus sp. B06
OTU02056	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	 Bordetella trematum
OTU02057	Bacteria	Acidobacteriota	 Acidobacteriia	Terriglobales	Acidobacteriaceae	Granulicella	 Granulicella pectinivorans
OTU02058	Bacteria	Actinomycetota	 Nitriliruptoria	Egicoccales	Egicoccaceae	Egicoccus	 Egicoccus halophilus
OTU02059	Bacteria	Pseudomonadota	 Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Microvirga	 Microvirga arabica
OTU02060	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	 Bordetella genomosp. 8
OTU02061	Bacteria	Pseudomonadota	 Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Uliginosibacterium	 Uliginosibacterium gangwonense
OTU02062	Bacteria	Actinomycetota	 Actinomycetia	Propionibacteriales	Nocardioidaceae	Nocardioides	 Nocardioides sp. SR21
OTU02063	Bacteria	Pseudomonadota	 Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Arhodomonas	 NA
OTU02064	Bacteria	Pseudomonadota	 Deltaproteobacteria	Unclassified	Unclassified	Unclassified	 Deltaproteobacteria bacterium GWD2_55_8
OTU02065	Bacteria	Actinomycetota	 Actinomycetia	Micrococcales	Dermabacteraceae	Brachybacterium	 NA
OTU02066	Bacteria	Actinomycetota	 Actinomycetia	Mycobacteriales	Nocardiaceae	Nocardia	 Nocardia wallacei
OTU02067	Bacteria	Pseudomonadota	 Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	 NA
OTU02068	Bacteria	Pseudomonadota	 Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Citrifermentans	 NA
OTU02069	Bacteria	Pseudomonadota	 Betaproteobacteria	Unclassified	Casimicrobiaceae	Casimicrobium	 Casimicrobium huifangae
OTU02070	Bacteria	Pseudomonadota	 Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geotalea	 Geotalea uraniireducens
OTU02071	Archaea	Methanobacteriota	 NA	Unclassified	Unclassified	Unclassified	 uncultured euryarchaeote Rifle_16ft_4_minimus_39
OTU02072	Bacteria	Acidobacteriota	 Acidobacteriia	Terriglobales	Acidobacteriaceae	Occallatibacter	 Terracidiphilus gabretensis
OTU02073	Bacteria	Planctomycetota	 Planctomycetia	Pirellulales	Lacipirellulaceae	Pseudobythopirellula	 Pseudobythopirellula maris
OTU02074	Bacteria	Pseudomonadota	 Gammaproteobacteria	Chromatiales	Unclassified	Unclassified	 Chromatiales bacterium 21-64-14
OTU02075	Bacteria	Unclassified	 NA	Unclassified	Unclassified	Unclassified	 uncultured bacterium F39-01
OTU02076	Bacteria	Candidatus Tectomicrobia	 NA	Unclassified	Unclassified	Unclassified	 NA
OTU02077	Bacteria	Pseudomonadota	 Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	 Mesorhizobium sp. B2-8-5
