	Domain	Phylum	Class	Order	Family	Genus	Species
OTU27965	Bacteria	Candidatus Woesebacteria	 NA	Unclassified	Unclassified	Unclassified	 Candidatus Woesebacteria bacterium RIFOXYC1_FULL_41_14
OTU27966	Archaea	Methanobacteriota	 Halobacteria	Halobacteriales	Natrialbaceae	Natrarchaeobius	 Natrarchaeobius halalkaliphilus
OTU27967	Bacteria	Pseudomonadota	 Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Rhodopseudomonas	 uncultured Rhodopseudomonas sp.
OTU27968	Bacteria	Pseudomonadota	 Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Agrobacterium	 Agrobacterium sp. T29
OTU27969	Bacteria	Pseudomonadota	 Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter	 Sulfitobacter maritimus
OTU27970	Bacteria	Actinomycetota	 Actinomycetia	Micrococcales	Demequinaceae	Demequina	 Demequina activiva
OTU27971	Bacteria	Pseudomonadota	 Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	 Mesorhizobium hungaricum
OTU27972	Bacteria	Bacteroidota	 Bacteroidia	Marinilabiliales	Marinifilaceae	Marinifilum	 Marinifilum flexuosum
OTU27973	Bacteria	Pseudomonadota	 Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	 Pseudomonas sp. OIL-1
OTU27974	Bacteria	Pseudomonadota	 Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	 Sphingomonas sp. Leaf20
OTU27975	Bacteria	Spirochaetota	 Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	 Borrelia sp. BU AG58
OTU27976	Bacteria	Bacillota	 Bacilli	Caryophanales	Paenibacillaceae	Brevibacillus	 Brevibacillus sp. WF146
OTU27977	Bacteria	Pseudomonadota	 Betaproteobacteria	Neisseriales	Chromobacteriaceae	Chitinilyticum	 NA
OTU27978	Bacteria	Pseudomonadota	 Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	 Sphingomonas sp. OK281
OTU27979	Bacteria	Pseudomonadota	 Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Thalassolituus	 NA
OTU27980	Bacteria	Verrucomicrobiota	 Opitutae	Puniceicoccales	Puniceicoccaceae	Coraliomargarita	 Coraliomargarita sp. TMED73
OTU27981	Bacteria	Bacillota	 Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	 [Lactobacillus] timonensis
OTU27982	Bacteria	Pseudomonadota	 Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	 Pseudomonas jilinensis
OTU27983	Bacteria	Thermotogae	 Thermotogae	Kosmotogales	Kosmotogaceae	Mesotoga	 Mesotoga sp. SC_3PWM13N19
OTU27984	Bacteria	Bacillota	 Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	 Streptococcus sp. DD12
OTU27985	Bacteria	Bacillota	 Bacilli	Caryophanales	Bacillaceae	Bacillus	 Bacillus sp. AFS031507
OTU27986	Bacteria	Pseudomonadota	 Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	 Pseudoalteromonas sp. DSM 26666
OTU27987	Bacteria	Candidatus Amesbacteria	 NA	Unclassified	Unclassified	Unclassified	 Candidatus Amesbacteria bacterium RIFCSPHIGHO2_02_FULL_47_9
OTU27988	Bacteria	Bacteroidota	 Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Cellulophaga	 Cellulophaga sp. RHA_52
OTU27989	Bacteria	Bacillota	 Clostridia	Eubacteriales	Lachnospiraceae	Butyrivibrio	 Butyrivibrio sp. XPD2002
OTU27990	Bacteria	Bacillota	 Clostridia	Eubacteriales	Oscillospiraceae	Anaeromassilibacillus	 Anaeromassilibacillus sp. An172
OTU27991	Bacteria	Actinomycetota	 Actinomycetia	Mycobacteriales	Nocardiaceae	Williamsia	 Williamsia sp. 1135
OTU27992	Bacteria	Pseudomonadota	 Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	 Marinobacter sp. T13-3
OTU27993	Bacteria	Bacillota	 Clostridia	Eubacteriales	Oscillospiraceae	Flavonifractor	 Flavonifractor sp. An112
OTU27994	Bacteria	Balneolaeota	 NA	Unclassified	Unclassified	Unclassified	 NA
OTU27995	Bacteria	Bacillota	 Clostridia	Eubacteriales	Lachnospiraceae	Cellulosilyticum	 Cellulosilyticum sp. WCF-2
OTU27996	Bacteria	Bacteroidota	 Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	 Flavobacterium granuli
OTU27997	Bacteria	Bacillota	 Bacilli	Caryophanales	Bacillaceae	Robertmurraya	 Robertmurraya siralis
OTU27998	Eukaryota	Basidiomycota	 Agaricomycetes	Boletales	Gyrodontaceae	Gyrodon	 Gyrodon lividus
OTU27999	Bacteria	Pseudomonadota	 Betaproteobacteria	Nitrosomonadales	Thiobacillaceae	Unclassified	 NA
OTU28000	Bacteria	Candidatus Woesebacteria	 NA	Unclassified	Unclassified	Unclassified	 Candidatus Woesebacteria bacterium GW2011_GWB1_44_11
OTU28001	Bacteria	Pseudomonadota	 Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Desulforhabdus	 Desulforhabdus sp. BKA11
OTU28002	Bacteria	Pseudomonadota	 Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	 Halomonas eurihalina
OTU28003	Bacteria	Pseudomonadota	 Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	 Rhizobium sp. 18065
OTU28004	Bacteria	Pseudomonadota	 Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas	 Marinomonas communis
OTU28005	Bacteria	Bacteroidota	 Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	 Hymenobacter sediminis
OTU28006	Bacteria	Candidatus Woesebacteria	 NA	Unclassified	Unclassified	Unclassified	 Candidatus Woesebacteria bacterium RBG_13_46_13
OTU28007	Bacteria	Bacillota	 Clostridia	Eubacteriales	Lachnospiraceae	Dorea	 Dorea sp. OM02-2LB
OTU28008	Eukaryota	Chytridiomycota	 Chytridiomycetes	Rhizophydiales	Unclassified	Batrachochytrium	 NA
OTU28009	Bacteria	Pseudomonadota	 Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus	 Paracoccus sp. SM22M-07
OTU28010	Bacteria	Pseudomonadota	 Alphaproteobacteria	Rhodobacterales	Unclassified	Unclassified	 Rhodobacterales bacterium CG15_BIG_FIL_POST_REV_8_21_14_020_59_13
OTU28011	Bacteria	Bacteroidota	 Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	 Hymenobacter wooponensis
OTU28012	Bacteria	Actinomycetota	 Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	 Actinomyces johnsonii
OTU28013	Bacteria	Bacillota	 Bacilli	Caryophanales	Caryophanaceae	Paenisporosarcina	 Paenisporosarcina antarctica
OTU28014	Bacteria	Actinomycetota	 Actinomycetia	Kitasatosporales	Streptomycetaceae	Streptomyces	 Streptomyces sp. PKU-MA01144
OTU28015	Bacteria	Cyanobacteriota	 NA	Synechococcales	Synechococcaceae	Synechococcus	 Synechococcus sp. UW105
OTU28016	Bacteria	Actinomycetota	 Actinomycetia	Kitasatosporales	Streptomycetaceae	Kitasatospora	 Kitasatospora sp. MY 5-36
OTU28017	Bacteria	Actinomycetota	 Actinomycetia	Kitasatosporales	Streptomycetaceae	Streptomyces	 Streptomyces sp. CB01373
OTU28018	Bacteria	Actinomycetota	 Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	 Pseudonocardia sp. Ae717_Ps2
OTU28019	Bacteria	Cyanobacteriota	 NA	Synechococcales	Synechococcaceae	Synechococcus	 Synechococcus sp. ROS8604
OTU28020	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	 Paraburkholderia sp. BL17N1
OTU28021	Bacteria	Pseudomonadota	 Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	 Pseudomonas synxantha
OTU28022	Bacteria	Pseudomonadota	 Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	 Sphingomonas sp. 8AM
OTU28023	Bacteria	Pseudomonadota	 Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	 Marinobacter sp. DSM 26671
OTU28024	Bacteria	Candidatus Giovannonibacteria	 NA	Unclassified	Unclassified	Unclassified	 Candidatus Giovannonibacteria bacterium GW2011_GWA2_44_13b
OTU28025	Bacteria	Pseudomonadota	 Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	 Pseudomonas sp. LS.1a
OTU28026	Bacteria	Bacillota	 Bacilli	Caryophanales	Bacillaceae	Fictibacillus	 Fictibacillus solisalsi
OTU28027	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Comamonadaceae	Caenimonas	 NA
OTU28028	Archaea	Unclassified	 NA	Unclassified	Unclassified	Unclassified	 uncultured archaeon GZfos18F2
OTU28029	Bacteria	Actinomycetota	 Actinomycetia	Kitasatosporales	Streptomycetaceae	Streptomyces	 Streptomyces collinus
OTU28030	Bacteria	Pseudomonadota	 Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	 Bradyrhizobium sp. CW4
OTU28031	Bacteria	Pseudomonadota	 Alphaproteobacteria	Rhodobacterales	Unclassified	Unclassified	 Rhodobacterales bacterium 56_14_T64
OTU28032	Bacteria	Pseudomonadota	 Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomonas	 Methylomonas sp. Kb3
OTU28033	Bacteria	Nitrospirota	 NA	Unclassified	Unclassified	Unclassified	 Nitrospirae bacterium CG_4_8_14_3_um_filter_70_85
OTU28034	Bacteria	Bacillota	 Clostridia	Eubacteriales	Lachnospiraceae	Roseburia	 Roseburia inulinivorans
OTU28035	Bacteria	Bacillota	 Bacilli	Caryophanales	Bacillaceae	Bacillus	 Bacillus sp. LL01
OTU28036	Eukaryota	Ascomycota	 Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	 Colletotrichum spaethianum
OTU28037	Bacteria	Bacillota	 Bacilli	Caryophanales	Paenibacillaceae	Paenibacillus	 Paenibacillus sp. 1182
OTU28038	Viruses	Uroviricota	 Caudoviricetes	Unclassified	Casjensviridae	Nazgulvirus	 Burkholderia virus BcepNazgul
OTU28039	Bacteria	Pseudomonadota	 Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Liberibacter	 Candidatus Liberibacter sp.
OTU28040	Bacteria	Pseudomonadota	 Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	 Wolbachia endosymbiont of Pentalonia nigronervosa
OTU28041	Bacteria	Pseudomonadota	 Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Loktanella	 Loktanella ponticola
OTU28042	Bacteria	Bacillota	 Bacilli	Caryophanales	Paenibacillaceae	Paenibacillus	 Paenibacillus ihuae
OTU28043	Bacteria	Pseudomonadota	 Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Histophilus	 Histophilus somni
OTU28044	Bacteria	Pseudomonadota	 Alphaproteobacteria	Hyphomicrobiales	Stappiaceae	Pseudovibrio	 Pseudovibrio sp. Ad13
OTU28045	Bacteria	Bacteroidota	 Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Algibacter	 Algibacter aquaticus
OTU28046	Bacteria	Actinomycetota	 Actinomycetia	Kitasatosporales	Streptomycetaceae	Streptomyces	 Streptomyces zaomyceticus
OTU28047	Eukaryota	Ascomycota	 Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Purpureocillium	 Purpureocillium lilacinum
OTU28048	Bacteria	Pseudomonadota	 Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	 Erwinia sp. B116
OTU28049	Bacteria	Bacillota	 Bacilli	Caryophanales	Paenibacillaceae	Paenibacillus	 Paenibacillus apis
OTU28050	Bacteria	Bacteroidota	 Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	 Mucilaginibacter humi
OTU28051	Eukaryota	Ascomycota	 Eurotiomycetes	Onygenales	Unclassified	Paracoccidioides	 NA
OTU28052	Eukaryota	Ciliophora	 Oligohymenophorea	Peniculida	Parameciidae	Paramecium	 Paramecium octaurelia
OTU28053	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	 Polynucleobacter sp. es-MAR-4
OTU28054	Bacteria	Pseudomonadota	 Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	 Campylobacter novaezeelandiae
OTU28055	Bacteria	Actinomycetota	 Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	 Olsenella sp. Marseille-P4559
OTU28056	Eukaryota	Unclassified	 Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	 Amoebophrya sp. A25
OTU28057	Bacteria	Bacillota	 Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	 Aerococcus sanguinicola
OTU28058	Bacteria	Pseudomonadota	 Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	 Vibrio sp. B1FIG11
OTU28059	Bacteria	Bacteroidota	 Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	 Hymenobacter sp. CCM 8763
OTU28060	Bacteria	Pseudomonadota	 Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	 Pseudomonas azotoformans
OTU28061	Bacteria	Actinomycetota	 Actinomycetia	Mycobacteriales	Mycobacteriaceae	Hoyosella	 Hoyosella suaedae
OTU28062	Eukaryota	Basidiomycota	 Agaricomycetes	Agaricales	Amanitaceae	Amanita	 Amanita thiersii
OTU28063	Bacteria	Actinomycetota	 Actinomycetia	Micrococcales	Micrococcaceae	Arthrobacter	 Arthrobacter sp. 9MFCol3.1
OTU28064	Bacteria	Actinomycetota	 Actinomycetia	Propionibacteriales	Propionibacteriaceae	Propionibacterium	 Propionibacterium australiense
OTU28065	Bacteria	Pseudomonadota	 Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Idiomarina	 Idiomarina mangrovi
OTU28066	Bacteria	Mycoplasmatota	 Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mesomycoplasma	 Mesomycoplasma bovoculi
OTU28067	Bacteria	Pseudomonadota	 Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	 Vibrio sp. N418
OTU28068	Bacteria	Pseudomonadota	 Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Thiomicrorhabdus	 Thiomicrorhabdus arctica
OTU28069	Bacteria	Bacillota	 Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	 Thermoanaerobacter sp. X514
OTU28070	Bacteria	Pseudomonadota	 Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Unclassified	 Rickettsiaceae bacterium 4572_127
OTU28071	Bacteria	Elusimicrobiota	 Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	Elusimicrobium	 NA
OTU28072	Bacteria	Pseudomonadota	 Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Dickeya	 Dickeya fangzhongdai
OTU28073	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	 Comamonas sp. CMM02
OTU28074	Eukaryota	Chlorophyta	 Chlorophyceae	Chlamydomonadales	Volvocaceae	Volvox	 Volvox carteri
OTU28075	Bacteria	Verrucomicrobiota	 Spartobacteria	Unclassified	Unclassified	Candidatus Xiphinematobacter	 NA
OTU28076	Bacteria	Bacteroidota	 Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aestuariivivens	 Aestuariivivens sp. MTV1-9
OTU28077	Bacteria	Pseudomonadota	 Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	 Marinobacter sp. ANT_B65
OTU28078	Bacteria	Pseudomonadota	 Gammaproteobacteria	Alteromonadales	Ferrimonadaceae	Ferrimonas	 Ferrimonas sediminum
OTU28079	Eukaryota	Ascomycota	 Sordariomycetes	Sordariales	Chaetomiaceae	Thermothielavioides	 Thermothielavioides terrestris
OTU28080	Bacteria	Actinomycetota	 Actinomycetia	Micrococcales	Microbacteriaceae	Microbacterium	 Microbacterium helvum
OTU28081	Bacteria	Pseudomonadota	 Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	 Sphingomonas sp. REN5
OTU28082	Bacteria	Bacteroidota	 Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Gillisia	 Gillisia sp. CAL575
OTU28083	Archaea	Nitrososphaerota	 NA	Unclassified	Unclassified	Unclassified	 uncultured marine thaumarchaeote KM3_41_D11
OTU28084	Bacteria	Pseudomonadota	 Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	 Rhizobium sp. 11515TR
OTU28085	Bacteria	Bacillota	 Clostridia	Eubacteriales	Oscillospiraceae	Faecalibacterium	 Faecalibacterium sp. Marseille-Q4137
OTU28086	Bacteria	Bacteroidota	 Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	 Sphingobacterium micropteri
OTU28087	Bacteria	Pseudomonadota	 Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Shimia	 Shimia sp. R9_1
OTU28088	Bacteria	Unclassified	 NA	Unclassified	Unclassified	Unclassified	 Parcubacteria group bacterium GW2011_GWE2_40_8
OTU28089	Bacteria	Actinomycetota	 Actinomycetia	Mycobacteriales	Corynebacteriaceae	Corynebacterium	 Corynebacterium liangguodongii
OTU28090	Bacteria	Pseudomonadota	 Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	 Sphingobium sp. BYY-5
OTU28091	Bacteria	Actinomycetota	 Actinomycetia	Micromonosporales	Micromonosporaceae	Micromonospora	 Micromonospora fiedleri
OTU28092	Bacteria	Pseudomonadota	 Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	 Acidovorax sp. 210-6
OTU28093	Bacteria	Pseudomonadota	 Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	Spongiibacter	 Spongiibacter sp. KMU-166
OTU28094	Bacteria	Pseudomonadota	 Gammaproteobacteria	Cellvibrionales	Halieaceae	Halioglobus	 Halioglobus pacificus
OTU28095	Bacteria	Pseudomonadota	 Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Roseovarius	 Roseovarius gahaiensis
OTU28096	Bacteria	Candidatus Taylorbacteria	 NA	Unclassified	Unclassified	Unclassified	 Candidatus Taylorbacteria bacterium RIFCSPHIGHO2_01_FULL_43_120
OTU28097	Bacteria	Pseudomonadota	 Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	 Acinetobacter sp. 826659
OTU28098	Bacteria	Pseudomonadota	 Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Pararhodobacter	 NA
OTU28099	Bacteria	Spirochaetota	 Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	 Leptospira yanagawae
OTU28100	Archaea	Methanobacteriota	 Halobacteria	Halobacteriales	Halobacteriaceae	Halorussus	 Halorussus marinus
OTU28101	Bacteria	Bacillota	 Bacilli	Caryophanales	Paenibacillaceae	Paenibacillus	 Paenibacillus sp. 276b
OTU28102	Bacteria	Pseudomonadota	 Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Nitrincola	 Nitrincola tibetensis
OTU28103	Bacteria	Pseudomonadota	 Gammaproteobacteria	Alteromonadales	Psychromonadaceae	Psychromonas	 Psychromonas antarctica
OTU28104	Bacteria	Bacillota	 Clostridia	Eubacteriales	Lachnospiraceae	Roseburia	 Roseburia sp. CAG:309
OTU28105	Bacteria	Bacteroidota	 Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	 Pedobacter sp. ASV2
OTU28106	Bacteria	Actinomycetota	 Actinomycetia	Micrococcales	Micrococcaceae	Arthrobacter	 Arthrobacter sp. MYb227
OTU28107	Eukaryota	Basidiomycota	 Agaricomycetes	Agaricales	Hymenogastraceae	Gymnopilus	 Gymnopilus dilepis
OTU28108	Bacteria	Pseudomonadota	 Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	 Vibrio metschnikovii
OTU28109	Bacteria	Bacteroidota	 Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	 Phocaeicola salanitronis
OTU28110	Bacteria	Actinomycetota	 Actinomycetia	Kitasatosporales	Streptomycetaceae	Streptomyces	 Streptomyces sp. McG3
OTU28111	Bacteria	Bacillota	 Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	 Liquorilactobacillus capillatus
OTU28112	Bacteria	Bacteroidota	 Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Arenibacter	 Arenibacter sp. S6351L
OTU28113	Eukaryota	Ascomycota	 Dothideomycetes	Unclassified	Unclassified	Coniosporium	 Coniosporium apollinis
OTU28114	Bacteria	Pseudomonadota	 Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Lysobacter	 Lysobacter gummosus
OTU28115	Bacteria	Candidatus Peregrinibacteria	 NA	Unclassified	Unclassified	Unclassified	 Candidatus Peregrinibacteria bacterium GW2011_GWF2_43_17
OTU28116	Bacteria	Actinomycetota	 Actinomycetia	Kitasatosporales	Streptomycetaceae	Streptomyces	 Streptomyces sp. APSN-46.1
OTU28117	Bacteria	Unclassified	 NA	Unclassified	Unclassified	Unclassified	 Microgenomates group bacterium GW2011_GWB1_44_8
OTU28118	Bacteria	Actinomycetota	 Actinomycetia	Mycobacteriales	Corynebacteriaceae	Corynebacterium	 Corynebacterium crudilactis
OTU28119	Bacteria	Actinomycetota	 Actinomycetia	Mycobacteriales	Gordoniaceae	Gordonia	 Gordonia sp. PP30
OTU28120	Bacteria	Actinomycetota	 Actinomycetia	Micromonosporales	Micromonosporaceae	Micromonospora	 Micromonospora musae
OTU28121	Bacteria	Bacteroidota	 Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	 Flavobacterium sharifuzzamanii
OTU28122	Bacteria	Actinomycetota	 Actinomycetia	Actinopolysporales	Actinopolysporaceae	Actinopolyspora	 Actinopolyspora mzabensis
OTU28123	Bacteria	Pseudomonadota	 Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	 Neisseria sp. HMSC15C08
OTU28124	Bacteria	Candidatus Gracilibacteria	 NA	Unclassified	Unclassified	Unclassified	 Candidatus Gracilibacteria bacterium
OTU28125	Bacteria	Pseudomonadota	 Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Unclassified	 Enterobacteriaceae endosymbiont of Donacia provostii
OTU28126	Bacteria	Pseudomonadota	 Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	 Halomonas glaciei
OTU28127	Bacteria	Bacteroidota	 Flavobacteriia	Flavobacteriales	Luteibaculaceae	Luteibaculum	 Luteibaculum oceani
OTU28128	Bacteria	Bacillota	 Bacilli	Caryophanales	Bacillaceae	Domibacillus	 Domibacillus iocasae
OTU28129	Bacteria	Actinomycetota	 Actinomycetia	Micrococcales	Ornithinimicrobiaceae	Ornithinimicrobium	 Ornithinimicrobium cerasi
OTU28130	Bacteria	Pseudomonadota	 Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	 Erwinia iniecta
OTU28131	Bacteria	Candidatus Woesebacteria	 NA	Unclassified	Unclassified	Unclassified	 Candidatus Woesebacteria bacterium RIFCSPLOWO2_01_FULL_38_20
OTU28132	Bacteria	Bacteroidota	 Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Spongiivirga	 Spongiivirga citrea
OTU28133	Bacteria	Bacillota	 Clostridia	Eubacteriales	Lachnospiraceae	Lachnoclostridium	 Lachnoclostridium sp. An196
OTU28134	Bacteria	Pseudomonadota	 Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalivibrio	 Thioalkalivibrio sp. ALMg11
OTU28135	Archaea	Methanobacteriota	 Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus	 Methanohalophilus sp.
OTU28136	Bacteria	Candidatus Uhrbacteria	 NA	Unclassified	Unclassified	Unclassified	 Candidatus Uhrbacteria bacterium GW2011_GWC2_53_7
OTU28137	Eukaryota	Ascomycota	 Pezizomycetes	Pezizales	Pezizaceae	Terfezia	 NA
OTU28138	Bacteria	Bacteroidota	 Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Unclassified	 Flavobacteriaceae bacterium TMED42
OTU28139	Bacteria	Pseudomonadota	 Betaproteobacteria	Nitrosomonadales	Unclassified	Unclassified	 Gallionellales bacterium RIFCSPLOWO2_02_58_13
OTU28140	Eukaryota	Zoopagomycota	 Entomophthoromycetes	Entomophthorales	Ancylistaceae	Conidiobolus	 NA
OTU28141	Bacteria	Actinomycetota	 Actinomycetia	Micrococcales	Micrococcaceae	Arthrobacter	 Arthrobacter sp. C1-1
OTU28142	Bacteria	Unclassified	 NA	Unclassified	Unclassified	Unclassified	 Parcubacteria group bacterium CG1_02_37_51
OTU28143	Bacteria	Candidatus Amesbacteria	 NA	Unclassified	Unclassified	Unclassified	 Candidatus Amesbacteria bacterium RIFCSPLOWO2_01_FULL_49_25
OTU28144	Bacteria	Actinomycetota	 Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	 Amycolatopsis thailandensis
OTU28145	Bacteria	Actinomycetota	 Actinomycetia	Micromonosporales	Micromonosporaceae	Actinoplanes	 Actinoplanes humidus
OTU28146	Eukaryota	Mucoromycota	 Mortierellomycetes	Mortierellales	Mortierellaceae	Actinomortierella	 Actinomortierella wolfii
OTU28147	Bacteria	Bacteroidota	 Cytophagia	Cytophagales	Amoebophilaceae	Candidatus Cardinium	 Cardinium endosymbiont of Culicoides punctatus
OTU28148	Bacteria	Bacillota	 Clostridia	Eubacteriales	Lachnospiraceae	Blautia	 Blautia pseudococcoides
OTU28149	Bacteria	Pseudomonadota	 Alphaproteobacteria	Maricaulales	Maricaulaceae	Oceanicaulis	 Oceanicaulis sp. HLUCCA04
OTU28150	Bacteria	Pseudomonadota	 Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Shinella	 Shinella sp. HZN7
OTU28151	Bacteria	Bacteroidota	 Chitinophagia	Chitinophagales	Chitinophagaceae	Lacibacter	 NA
OTU28152	Eukaryota	Zoopagomycota	 Harpellomycetes	Harpellales	Legeriomycetaceae	Smittium	 Smittium simulii
OTU28153	Bacteria	Bacteroidota	 Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	 Tenacibaculum pelagium
OTU28154	Bacteria	Actinomycetota	 Actinomycetia	Kitasatosporales	Streptomycetaceae	Streptomyces	 Streptomyces sp. BA2
OTU28155	Bacteria	Candidatus Peregrinibacteria	 Candidatus Peribacteria	Unclassified	Unclassified	Unclassified	 Candidatus Peribacteria bacterium RIFCSPHIGHO2_02_FULL_51_15
OTU28156	Bacteria	Bacteroidota	 Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	 Chitinophaga sp. Ak27
OTU28157	Bacteria	Bacteroidota	 Flavobacteriia	Flavobacteriales	Weeksellaceae	Frigoriflavimonas	 Frigoriflavimonas asaccharolytica
OTU28158	Bacteria	Bacillota	 Bacilli	Lactobacillales	Lactobacillaceae	Paucilactobacillus	 NA
OTU28159	Bacteria	Bacillota	 Bacilli	Caryophanales	Paenibacillaceae	Paenibacillus	 Paenibacillus bovis
OTU28160	Archaea	Methanobacteriota	 Halobacteria	Halobacteriales	Haloferacaceae	Haloparvum	 Haloparvum sedimenti
OTU28161	Bacteria	Bacteroidota	 Flavobacteriia	Flavobacteriales	Weeksellaceae	Riemerella	 Riemerella sp.
