	Domain	Phylum	Class	Order	Family	Genus	Species
OTU23950	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Moraxellales	 Moraxellaceae	 Acinetobacter	 Acinetobacter sp. NIPH 2699
OTU23951	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Prevotella	 Prevotella brevis
OTU23952	Archaea	 Candidatus Thermoplasmatota	 NA	 NA	 NA	 Aciduliprofundum	 NA
OTU23953	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 Kofleriaceae	 Kofleria	 Kofleria flava
OTU23954	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Oxalobacteraceae	 Massilia	 Massilia sp. Se16.2.3
OTU23955	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 Acidovorax	 Acidovorax radicis
OTU23956	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Aeromonadales	 Aeromonadaceae	 Aeromonas	 Aeromonas fluvialis
OTU23957	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas sp. ANT_J12
OTU23958	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 Gluconobacter	 Gluconobacter kanchanaburiensis
OTU23959	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Yersiniaceae	 Serratia	 Serratia symbiotica
OTU23960	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Sphingomonas	 Sphingomonas gei
OTU23961	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Sphingomonas	 Sphingomonas sp. BAUL-RG-20F-R05-02
OTU23962	Bacteria	 Actinobacteria	 Actinomycetia	 Micrococcales	 Micrococcaceae	 Glutamicibacter	 Glutamicibacter creatinolyticus
OTU23963	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas lactis
OTU23964	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Moraxellales	 Moraxellaceae	 Acinetobacter	 Acinetobacter bereziniae
OTU23965	Bacteria	 Proteobacteria	 Gammaproteobacteria	 NA	 NA	 NA	 Gammaproteobacteria bacterium TMED183
OTU23966	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas sp. MPR-R2A6
OTU23967	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Ligilactobacillus	 Ligilactobacillus salivarius
OTU23968	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactiplantibacillus	 Lactiplantibacillus pentosus
OTU23969	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Rhodanobacteraceae	 Rhodanobacter	 Rhodanobacter sp. 67-28
OTU23970	Bacteria	 Planctomycetes	 NA	 NA	 NA	 NA	 Planctomycetes bacterium SV_7m_r
OTU23971	Bacteria	 Actinobacteria	 Actinomycetia	 Micrococcales	 Microbacteriaceae	 Microbacterium	 Microbacterium azadirachtae
OTU23972	Bacteria	 Candidatus Kerfeldbacteria	 NA	 NA	 NA	 NA	 Candidatus Kerfeldbacteria bacterium RIFCSPLOWO2_01_FULL_48_11
OTU23973	Bacteria	 Chlamydiae	 Chlamydiia	 Chlamydiales	 Chlamydiaceae	 Chlamydia	 Chlamydia pecorum
OTU23974	Bacteria	 Firmicutes	 Clostridia	 Eubacteriales	 Lachnospiraceae	 Lachnoclostridium	 Lachnoclostridium sp. An181
OTU23975	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Sphingomonas	 Sphingomonas sp. CFBP 8760
OTU23976	Bacteria	 Actinobacteria	 Actinomycetia	 Propionibacteriales	 Propionibacteriaceae	 Propionimicrobium	 Propionimicrobium lymphophilum
OTU23977	Bacteria	 Firmicutes	 Clostridia	 Eubacteriales	 Clostridiaceae	 Clostridium	 Clostridium sp. CAG:510
OTU23978	Eukaryota	 Ascomycota	 Sordariomycetes	 Glomerellales	 Glomerellaceae	 Colletotrichum	 Colletotrichum truncatum
OTU23979	Bacteria	 NA	 NA	 NA	 NA	 NA	 uncultured bacterium Contig90
OTU23980	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	 Flavobacterium undicola
OTU23981	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Hyphomicrobiales	 Methylobacteriaceae	 Methylobacterium	 Methylobacterium cerastii
OTU23982	Bacteria	 Proteobacteria	 Alphaproteobacteria	 NA	 NA	 NA	 Alphaproteobacteria bacterium CG_4_10_14_0_8_um_filter_53_9
OTU23983	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 Verminephrobacter	 Verminephrobacter sp. Larva24
OTU23984	Bacteria	 Actinobacteria	 Actinomycetia	 Corynebacteriales	 Nocardiaceae	 Nocardia	 Nocardia coffeae
OTU23985	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Flaviramulus	 Flaviramulus basaltis
OTU23986	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Roseobacteraceae	 Celeribacter	 Celeribacter marinus
OTU23987	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Cognatiyoonia	 Cognatiyoonia koreensis
OTU23988	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 Pseudorhodoferax	 Pseudorhodoferax sp. Leaf265
OTU23989	Bacteria	 Candidatus Magasanikbacteria	 NA	 NA	 NA	 NA	 Candidatus Magasanikbacteria bacterium GW2011_GWA2_37_8
OTU23990	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Shimwellia	 NA
OTU23991	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Maribacter	 Maribacter sp. ANRC-HE7
OTU23992	Eukaryota	 Mucoromycota	 Glomeromycetes	 Glomerales	 Glomeraceae	 NA	 NA
OTU23993	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 Variovorax	 Variovorax sp. 3P27G3
OTU23994	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Roseobacteraceae	 Salipiger	 Salipiger manganoxidans
OTU23995	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Rhodobaca	 NA
OTU23996	Bacteria	 Actinobacteria	 Actinomycetia	 Streptomycetales	 Streptomycetaceae	 Streptomyces	 Streptomyces phaeofaciens
OTU23997	Archaea	 Candidatus Aenigmarchaeota	 NA	 NA	 NA	 NA	 Candidatus Aenigmarchaeota archaeon CG_4_10_14_0_8_um_filter_37_24
OTU23998	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 Neokomagataea	 Neokomagataea sp. TBRC 2177
OTU23999	Bacteria	 Proteobacteria	 Epsilonproteobacteria	 Campylobacterales	 Sulfurovaceae	 Sulfurovum	 Sulfurovum sp. AR
OTU24000	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Hyphomicrobiales	 Rhizobiaceae	 Rhizobium	 Rhizobium sp. BK491
OTU24001	Bacteria	 NA	 NA	 NA	 NA	 NA	 'Osedax' symbiont bacterium Rs2_46_30_T18
OTU24002	Bacteria	 Firmicutes	 Negativicutes	 Selenomonadales	 NA	 NA	 NA
OTU24003	Bacteria	 Firmicutes	 NA	 NA	 NA	 NA	 Firmicutes bacterium HGW-Firmicutes-6
OTU24004	Eukaryota	 Ascomycota	 Eurotiomycetes	 Chaetothyriales	 Herpotrichiellaceae	 Exophiala	 NA
OTU24005	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Roseobacteraceae	 Loktanella	 Loktanella sp. D2R18
OTU24006	Bacteria	 Actinobacteria	 Actinomycetia	 Micrococcales	 Micrococcaceae	 Kocuria	 Kocuria palustris
OTU24007	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Sphingobium	 Sphingobium sp. 15-1
OTU24008	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Marinobacteraceae	 Marinobacter	 Marinobacter sp. 3-2
OTU24009	Eukaryota	 Ascomycota	 Leotiomycetes	 NA	 Pseudeurotiaceae	 Pseudogymnoascus	 Pseudogymnoascus sp. VKM F-3808
OTU24010	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas sp. FW306-2-1A-C05A
OTU24011	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Rhodophyticola	 Rhodophyticola porphyridii
OTU24012	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Sphingomonas	 Sphingomonas sp. CFBP 13603
OTU24013	Bacteria	 candidate division WWE3	 NA	 NA	 NA	 NA	 candidate division WWE3 bacterium RIFOXYC1_FULL_39_7
OTU24014	Eukaryota	 Ascomycota	 Sordariomycetes	 Hypocreales	 Hypocreaceae	 Trichoderma	 NA
OTU24015	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Hyphomicrobiales	 Bradyrhizobiaceae	 Bradyrhizobium	 Bradyrhizobium sp. 162
OTU24016	Bacteria	 NA	 NA	 NA	 NA	 NA	 bacterium (Candidatus Ratteibacteria) CG_4_9_14_3_um_filter_41_21
OTU24017	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	 Flavobacterium bizetiae
OTU24018	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Erythrobacteraceae	 Altericroceibacterium	 Altericroceibacterium indicum
OTU24019	Bacteria	 Actinobacteria	 Actinomycetia	 Corynebacteriales	 Mycobacteriaceae	 Mycobacteroides	 Mycobacteroides immunogenum
OTU24020	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Halobacillus	 Halobacillus hunanensis
OTU24021	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	 Paenibacillus rubinfantis
OTU24022	Bacteria	 Actinobacteria	 Actinomycetia	 Micrococcales	 Microbacteriaceae	 Pseudoclavibacter	 Pseudoclavibacter endophyticus
OTU24023	Archaea	 Euryarchaeota	 NA	 NA	 NA	 NA	 Euryarchaeota archaeon TMED132
OTU24024	Bacteria	 Actinobacteria	 Actinomycetia	 Micrococcales	 Micrococcaceae	 Tersicoccus	 NA
OTU24025	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Schleiferiaceae	 Croceimicrobium	 Croceimicrobium hydrocarbonivorans
OTU24026	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Marinobacteraceae	 Marinobacter	 Marinobacter sp. es.042
OTU24027	Bacteria	 Bacteroidetes	 NA	 NA	 NA	 NA	 Bacteroidetes bacterium 4572_77
OTU24028	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Thiotrichales	 Thiotrichaceae	 Beggiatoa	 Beggiatoa sp. SS
OTU24029	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Novosphingobium	 Novosphingobium colocasiae
OTU24030	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Thiotrichales	 Fastidiosibacteraceae	 Cysteiniphilum	 Cysteiniphilum halobium
OTU24031	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Hyphomicrobiales	 Phyllobacteriaceae	 Mesorhizobium	 Mesorhizobium sp. B2-4-14
OTU24032	Bacteria	 Firmicutes	 Clostridia	 Eubacteriales	 Clostridiaceae	 Caloramator	 Caloramator sp. ALD01
OTU24033	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Hyphomicrobiales	 Phyllobacteriaceae	 Phyllobacterium	 Phyllobacterium bourgognense
OTU24034	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 Acidiphilium	 Acidiphilium sp. PM
OTU24035	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Hyphomicrobiales	 Bradyrhizobiaceae	 Bradyrhizobium	 Bradyrhizobium sp. 2
OTU24036	Bacteria	 Proteobacteria	 Gammaproteobacteria	 NA	 Candidatus Competibacteraceae	 Plasticicumulans	 NA
OTU24037	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Phocaeicola	 Phocaeicola massiliensis
OTU24038	Bacteria	 Bacteroidetes	 NA	 NA	 NA	 NA	 Bacteroidetes bacterium HGW-Bacteroidetes-22
OTU24039	Eukaryota	 Fornicata	 NA	 NA	 NA	 Kipferlia	 Kipferlia bialata
OTU24040	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	 Flavobacterium foetidum
OTU24041	Bacteria	 Actinobacteria	 Actinomycetia	 Streptomycetales	 Streptomycetaceae	 Streptomyces	 Streptomyces sp. 142MFCol3.1
OTU24042	Bacteria	 Firmicutes	 Clostridia	 Eubacteriales	 Clostridiaceae	 Clostridium	 Clostridium sp. CAG:594
OTU24043	Bacteria	 Proteobacteria	 Gammaproteobacteria	 NA	 NA	 NA	 Gammaproteobacteria bacterium TMED193
OTU24044	Bacteria	 Bacteroidetes	 Cytophagia	 Cytophagales	 Cyclobacteriaceae	 Belliella	 Belliella baltica
OTU24045	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Hyphomicrobiales	 Devosiaceae	 Devosia	 Devosia sp. CJK-A8-3
OTU24046	Bacteria	 Candidatus Amesbacteria	 NA	 NA	 NA	 NA	 Candidatus Amesbacteria bacterium RIFCSPHIGHO2_01_FULL_48_32b
OTU24047	Bacteria	 Firmicutes	 Tissierellia	 Tissierellales	 Peptoniphilaceae	 Lagierella	 Lagierella massiliensis
OTU24048	Bacteria	 Actinobacteria	 Actinomycetia	 Micrococcales	 Microbacteriaceae	 Leucobacter	 Leucobacter triazinivorans
OTU24049	Bacteria	 Candidatus Parcubacteria	 NA	 NA	 NA	 NA	 Parcubacteria bacterium C7867-004
OTU24050	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Sphingomonas	 Sphingomonas sp. JUb134
OTU24051	Bacteria	 Actinobacteria	 Actinomycetia	 Micromonosporales	 Micromonosporaceae	 Micromonospora	 Micromonospora tulbaghiae
OTU24052	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Hyphomicrobiales	 Beijerinckiaceae	 Methylocella	 NA
OTU24053	Bacteria	 Proteobacteria	 Alphaproteobacteria	 NA	 NA	 NA	 Alphaproteobacteria bacterium MarineAlpha9_Bin1
OTU24054	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Bacillus	 Bacillus stratosphericus
OTU24055	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Erythrobacteraceae	 Altererythrobacter	 Altererythrobacter sp. C41
OTU24056	Bacteria	 Proteobacteria	 Betaproteobacteria	 Neisseriales	 Neisseriaceae	 Neisseria	 Neisseria weaveri
OTU24057	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Hyphomicrobiales	 Methylocystaceae	 Methylosinus	 Methylosinus sp. 3S-1
OTU24058	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Morganellaceae	 Providencia	 Providencia sneebia
OTU24059	Bacteria	 Actinobacteria	 Actinomycetia	 Micrococcales	 Microbacteriaceae	 Microbacterium	 Microbacterium sp. CJ77
OTU24060	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Prevotella	 Prevotella sp. CAG:520
OTU24061	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Robertkochia	 Robertkochia sediminum
OTU24062	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Oceanospirillales	 Oceanospirillaceae	 Marinomonas	 Marinomonas sp. MED121
OTU24063	Eukaryota	 Ascomycota	 Leotiomycetes	 Helotiales	 Chlorociboriaceae	 Chlorociboria	 Chlorociboria aeruginascens
OTU24064	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Caulobacterales	 Caulobacteraceae	 Brevundimonas	 Brevundimonas sp. AAP58
OTU24065	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Erythrobacteraceae	 Erythrobacter	 Erythrobacter sp. SCN 62-14
OTU24066	Bacteria	 Actinobacteria	 Actinomycetia	 Micrococcales	 Microbacteriaceae	 Microbacterium	 Microbacterium sp. 2FI
OTU24067	Bacteria	 Actinobacteria	 Actinomycetia	 Micrococcales	 Microbacteriaceae	 Microbacterium	 Microbacterium mangrovi
OTU24068	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 Lysobacter	 Lysobacter sp. cf310
OTU24069	Bacteria	 Candidatus Margulisbacteria	 NA	 NA	 NA	 NA	 Candidatus Margulisbacteria bacterium
OTU24070	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Erwiniaceae	 Erwinia	 Candidatus Erwinia haradaeae
OTU24071	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Thiotrichales	 Piscirickettsiaceae	 Thiomicrospira	 Thiomicrospira pelophila
OTU24072	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 Arenimonas	 Arenimonas sp. SCN 70-307
OTU24073	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Alcaligenaceae	 Paenalcaligenes	 Paenalcaligenes suwonensis
OTU24074	Eukaryota	 Ascomycota	 Sordariomycetes	 Coniochaetales	 Coniochaetaceae	 Coniochaeta	 Coniochaeta ligniaria
OTU24075	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Maribacter	 Maribacter sp.
OTU24076	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 Lysobacter	 Lysobacter prati
OTU24077	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Hyphomicrobiales	 Bradyrhizobiaceae	 Bradyrhizobium	 Bradyrhizobium sp. NBAIM32
OTU24078	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Sphingobacterium	 Sphingobacterium sp. HMA12
OTU24079	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas nitrititolerans
OTU24080	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lentilactobacillus	 Lentilactobacillus kisonensis
OTU24081	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Bacillus	 Bacillus massiliglaciei
OTU24082	Bacteria	 Proteobacteria	 Betaproteobacteria	 Neisseriales	 Neisseriaceae	 Neisseria	 Neisseria sp. 83E34
OTU24083	Bacteria	 Firmicutes	 Clostridia	 Eubacteriales	 Vallitaleaceae	 Petrocella	 Petrocella atlantisensis
OTU24084	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Chromatiales	 Ectothiorhodospiraceae	 Oceanococcus	 Oceanococcus atlanticus
OTU24085	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Oxalobacteraceae	 Duganella	 Duganella levis
OTU24086	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Erythrobacteraceae	 Erythrobacter	 Erythrobacter sp. SN021
OTU24087	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Sphingomonas	 Sphingomonas kyeonggiensis
OTU24088	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Apilactobacillus	 NA
OTU24089	Bacteria	 Actinobacteria	 Actinomycetia	 Streptomycetales	 Streptomycetaceae	 Streptomyces	 Streptomyces sp. CME 23
OTU24090	Bacteria	 Actinobacteria	 Actinomycetia	 Propionibacteriales	 Nocardioidaceae	 Friedmanniella	 uncultured Friedmanniella sp.
OTU24091	Bacteria	 Spirochaetes	 Spirochaetia	 Leptospirales	 Leptospiraceae	 Leptospira	 Leptospira bouyouniensis
OTU24092	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas sp. FW306-02-F02-AA
OTU24093	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Oceanospirillales	 Oceanospirillaceae	 Marinomonas	 Marinomonas rhizomae
OTU24094	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Enterococcaceae	 Enterococcus	 Enterococcus sp. MJM16
OTU24095	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 Stenotrophomonas	 Stenotrophomonas acidaminiphila
OTU24096	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Sediminibacillus	 NA
OTU24097	Eukaryota	 Basidiomycota	 Agaricomycetes	 Agaricales	 Lyophyllaceae	 Asterophora	 Asterophora parasitica
OTU24098	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Thiopseudomonas	 Thiopseudomonas alkaliphila
OTU24099	Eukaryota	 Chlorophyta	 Chlorophyceae	 NA	 NA	 NA	 NA
OTU24100	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Sinirhodobacter	 Sinirhodobacter huangdaonensis
OTU24101	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Moraxellales	 Moraxellaceae	 Acinetobacter	 Acinetobacter sp. ANC 4204
OTU24102	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Apilactobacillus	 Apilactobacillus ozensis
OTU24103	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Hyphomicrobiales	 Methylobacteriaceae	 Methylorubrum	 Methylorubrum rhodesianum
OTU24104	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Planococcaceae	 Viridibacillus	 Viridibacillus soli
OTU24105	Bacteria	 Candidatus Kerfeldbacteria	 NA	 NA	 NA	 NA	 Candidatus Kerfeldbacteria bacterium RIFOXYB2_FULL_38_14
OTU24106	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Hyphomicrobiales	 NA	 NA	 Rhizobiales bacterium TMED83
OTU24107	Bacteria	 Cyanobacteria	 NA	 Chroococcales	 Microcystaceae	 Microcystis	 Microcystis sp. T1-4
OTU24108	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 NA	 NA	 Sphingomonadales bacterium 12-68-11
OTU24109	Bacteria	 Actinobacteria	 Actinomycetia	 Streptomycetales	 Streptomycetaceae	 Streptomyces	 Streptomyces albospinus
OTU24110	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Lysinibacillus	 Lysinibacillus sp. FJAT-14745
OTU24111	Bacteria	 Firmicutes	 Clostridia	 Eubacteriales	 Lachnospiraceae	 NA	 Lachnospiraceae bacterium AM48-27BH
OTU24112	Bacteria	 Candidatus Taylorbacteria	 NA	 NA	 NA	 NA	 Candidatus Taylorbacteria bacterium RIFCSPHIGHO2_02_FULL_44_12
OTU24113	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Novosphingobium	 Novosphingobium jiangmenense
OTU24114	Bacteria	 Actinobacteria	 Actinomycetia	 Micrococcales	 Microbacteriaceae	 Agreia	 NA
OTU24115	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Hyphomicrobiales	 Rhizobiaceae	 Agrobacterium	 Agrobacterium sp. AGB01
OTU24116	Bacteria	 Cyanobacteria	 NA	 Nostocales	 Aphanizomenonaceae	 Dolichospermum	 Dolichospermum sp. UHCC 0352
OTU24117	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Erythrobacteraceae	 Croceicoccus	 Croceicoccus gelatinilyticus
OTU24118	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas argentinensis
OTU24119	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Confluentibacter	 Confluentibacter citreus
OTU24120	Eukaryota	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 Saccharomycetaceae	 Zygotorulaspora	 Zygotorulaspora mrakii
OTU24121	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Pelagibacterales	 Pelagibacteraceae	 NA	 Pelagibacteraceae bacterium TMED201
OTU24122	Bacteria	 Actinobacteria	 Actinomycetia	 Micrococcales	 Microbacteriaceae	 Leucobacter	 Leucobacter denitrificans
OTU24123	Bacteria	 Firmicutes	 Tissierellia	 NA	 NA	 Kallipyga	 NA
OTU24124	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Oceanospirillales	 Halomonadaceae	 Halomonas	 Halomonas sp. DQ26W
OTU24125	Bacteria	 Candidatus Levybacteria	 NA	 NA	 NA	 NA	 Candidatus Levybacteria bacterium RIFCSPHIGHO2_02_FULL_37_10
OTU24126	Bacteria	 Bacteroidetes	 Cytophagia	 Cytophagales	 Hymenobacteraceae	 Hymenobacter	 Hymenobacter sp. 15J16-1T3B
OTU24127	Bacteria	 Candidatus Gottesmanbacteria	 NA	 NA	 NA	 NA	 Candidatus Gottesmanbacteria bacterium GW2011_GWB1_44_11c
OTU24128	Eukaryota	 Apicomplexa	 Aconoidasida	 Nephromycida	 NA	 Cardiosporidium	 Cardiosporidium cionae
OTU24129	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Sphingomonas	 Sphingomonas paeninsulae
OTU24130	Bacteria	 Actinobacteria	 Actinomycetia	 Streptomycetales	 Streptomycetaceae	 Streptomyces	 Streptomyces sp. AV19
OTU24131	Bacteria	 Firmicutes	 Erysipelotrichia	 Erysipelotrichales	 Erysipelotrichaceae	 Allobaculum	 Allobaculum mucolyticum
OTU24132	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Vibrionales	 Vibrionaceae	 Vibrio	 Vibrio mimicus
OTU24133	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Pluralibacter	 Pluralibacter gergoviae
OTU24134	Bacteria	 Bacteroidetes	 NA	 NA	 NA	 NA	 Bacteroidetes bacterium 4572_128
OTU24135	Bacteria	 Candidatus Falkowbacteria	 NA	 NA	 NA	 NA	 Candidatus Falkowbacteria bacterium CG10_big_fil_rev_8_21_14_0_10_37_14
OTU24136	Eukaryota	 Basidiomycota	 Microbotryomycetes	 Leucosporidiales	 Leucosporidiaceae	 Leucosporidium	 Leucosporidium creatinivorum
OTU24137	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Cellvibrionales	 Cellvibrionaceae	 Gilvimarinus	 NA
OTU24138	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 Diaphorobacter	 Diaphorobacter sp. J5-51
OTU24139	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Oxalobacteraceae	 Janthinobacterium	 Janthinobacterium sp. UMAB-60
